Domaine,Zone,Élément,Produit,Année,Valeur
"Bilans Alimentaires (2010-)","Pologne","Aliments pour animaux","Céréales, Autres","2015","6198"
"Bilans Alimentaires (2010-)","Pologne","Aliments pour animaux","Céréales, Autres","2016","6510"
"Bilans Alimentaires (2010-)","Pologne","Aliments pour animaux","Céréales, Autres","2017","6875"
"Bilans Alimentaires (2010-)","Pologne","Aliments pour animaux","Céréales, Autres","2018","5632"
"Bilans Alimentaires (2010-)","Pologne","Aliments pour animaux","Céréales, Autres","2019","5840"
"Bilans Alimentaires (2010-)","Pologne","Aliments pour animaux","Céréales, Autres","2020","6361"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2010","130"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2011","120"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2012","85"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2013","94"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2014","85"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2015","68"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2016","105"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2017","105"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2018","94"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2019","51"
"Bilans Alimentaires (2010-)","Pologne","Nourriture","Céréales, Autres","2020","58"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Polynésie française","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Polynésie française","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2010","26"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2011","20"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2012","47"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2013","51"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2014","57"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2015","50"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2016","59"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2017","33"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2018","41"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2019","48"
"Bilans Alimentaires (2010-)","Portugal","Aliments pour animaux","Céréales, Autres","2020","55"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2010","2"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2011","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2012","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2013","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2014","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2015","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2016","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2017","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2018","4"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2019","3"
"Bilans Alimentaires (2010-)","Portugal","Nourriture","Céréales, Autres","2020","3"
"Bilans Alimentaires (2010-)","Qatar","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","Qatar","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","Qatar","Nourriture","Céréales, Autres","2019","3"
"Bilans Alimentaires (2010-)","Qatar","Nourriture","Céréales, Autres","2020","4"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2011","3"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2019","2"
"Bilans Alimentaires (2010-)","République arabe syrienne","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","République arabe syrienne","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Aliments pour animaux","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2010","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2018","2"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","République centrafricaine","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2010","4"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2011","5"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2012","5"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2013","5"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2014","6"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2015","6"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2016","4"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2017","5"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2018","10"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2019","10"
"Bilans Alimentaires (2010-)","République de Corée","Aliments pour animaux","Céréales, Autres","2020","11"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2010","13"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2011","14"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2012","14"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2013","14"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2014","15"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2015","15"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2016","14"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2017","14"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2018","18"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2019","19"
"Bilans Alimentaires (2010-)","République de Corée","Nourriture","Céréales, Autres","2020","28"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2010","9"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2011","6"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2014","3"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2016","4"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2017","10"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2018","3"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2019","4"
"Bilans Alimentaires (2010-)","République de Moldova","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2010","6"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2011","5"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2012","5"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2013","8"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2014","6"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2015","6"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2016","5"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2017","6"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2018","5"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2019","6"
"Bilans Alimentaires (2010-)","République de Moldova","Nourriture","Céréales, Autres","2020","6"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2010","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2014","4"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Aliments pour animaux","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2010","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2011","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2012","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2014","4"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2015","3"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2017","3"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2018","3"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2019","4"
"Bilans Alimentaires (2010-)","République démocratique du Congo","Nourriture","Céréales, Autres","2020","3"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2010","4"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2011","4"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2013","4"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Aliments pour animaux","Céréales, Autres","2020","2"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2014","2"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2015","2"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2016","2"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2019","3"
"Bilans Alimentaires (2010-)","République démocratique populaire lao","Nourriture","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2015","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2016","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2017","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2019","1"
"Bilans Alimentaires (2010-)","République dominicaine","Aliments pour animaux","Céréales, Autres","2020","1"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2011","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2012","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2013","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2014","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2018","1"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","République dominicaine","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Aliments pour animaux","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Aliments pour animaux","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2011","1"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2012","1"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2013","1"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2014","1"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2015","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2016","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2017","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2018","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2019","0"
"Bilans Alimentaires (2010-)","République populaire démocratique de Corée","Nourriture","Céréales, Autres","2020","0"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2010","1"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2011","3"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2012","3"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2013","2"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2014","7"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2015","11"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2016","11"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2017","12"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2018","12"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2019","19"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Aliments pour animaux","Céréales, Autres","2020","21"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2010","18"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2011","19"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2012","21"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2013","20"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2014","47"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2015","42"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2016","38"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2017","40"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2018","43"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2019","48"
"Bilans Alimentaires (2010-)","République-Unie de Tanzanie","Nourriture","Céréales, Autres","2020","50"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2010","125"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2011","127"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2012","127"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2013","240"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2014","258"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2015","260"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2016","278"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2017","313"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2018","289"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2019","275"
"Bilans Alimentaires (2010-)","Roumanie","Aliments pour animaux","Céréales, Autres","2020","209"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2010","10"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2011","16"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2012","22"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2013","22"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2014","21"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2015","20"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2016","22"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2017","17"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2018","19"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2019","17"
"Bilans Alimentaires (2010-)","Roumanie","Nourriture","Céréales, Autres","2020","21"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2010","75"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2011","72"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2012","61"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2013","68"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2014","67"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2015","57"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2016","52"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2017","53"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2018","55"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2019","71"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Aliments pour animaux","Céréales, Autres","2020","63"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2010","8"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2011","23"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2012","15"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2013","14"
"Bilans Alimentaires (2010-)","Royaume-Uni de Grande-Bretagne et d'Irlande du Nord","Nourriture","Céréales, Autres","2014","11"
